iter	Logloss
465	0.3029236555
466	0.3028851329
467	0.3028364374
468	0.3027777257
469	0.3027639225
470	0.3026965966
471	0.3026164495
472	0.3025452572
473	0.3024799899
474	0.3024321754
475	0.3024091051
476	0.3023419776
477	0.3022473475
478	0.3022065861
479	0.3021680127
480	0.3021167022
481	0.3020648779
482	0.30201647
483	0.3019483192
484	0.3018886017
485	0.3018103649
486	0.3017685775
487	0.3017168225
488	0.3017024713
489	0.3016539332
490	0.301598416
491	0.3015359665
492	0.3014917637
493	0.3014298187
494	0.3013688885
495	0.3013097796
496	0.3012488287
497	0.3011987239
498	0.3011533962
499	0.3011019711
500	0.3010694808
501	0.3009792508
502	0.3009288179
503	0.3008745069
504	0.30082879
505	0.3007854408
506	0.3007014617
507	0.3005852901
508	0.3005303641
509	0.3004901688
510	0.3004515791
511	0.3003742674
512	0.3003279112
513	0.3002862708
514	0.300244479
515	0.3002012411
516	0.3001204411
517	0.3000617751
518	0.3000309933
519	0.2999797279
520	0.299924658
521	0.299896476
522	0.2998433858
523	0.2997938297
524	0.299758036
525	0.2997303774
526	0.2996865886
527	0.2996430372
528	0.2995878557
529	0.2995412202
530	0.299489775
531	0.299446021
532	0.2993946479
533	0.2993510041
534	0.2993009184
535	0.2992389039
536	0.2991870344
537	0.2991240537
538	0.2990476691
539	0.2989994483
540	0.2989770537
541	0.298903853
542	0.2988484081
543	0.2988112764
544	0.2987701181
545	0.2987383489
546	0.2986764576
547	0.2986191039
548	0.2985912314
549	0.298517053
550	0.298471351
551	0.2984194307
552	0.2983607348
553	0.2983205128
554	0.2982417072
555	0.2981721605
556	0.2981336931
557	0.298075013
558	0.2980218003
559	0.2979644327
560	0.297925066
561	0.2978477469
562	0.2977963708
563	0.2977576641
564	0.2976970913
565	0.2976344946
566	0.2975974151
567	0.297562377
568	0.2975104482
569	0.2974728117
570	0.2974626536
571	0.2974319547
572	0.2973709646
573	0.2973044928
574	0.2972430237
575	0.2971972981
576	0.2971774238
577	0.2971281824
578	0.2970824188
579	0.2970320829
580	0.2969819673
581	0.296941793
582	0.2969038807
583	0.2968461892
584	0.2967978125
585	0.2967534562
586	0.2966990726
587	0.2966512149
588	0.296586346
589	0.2965259286
590	0.2965010523
591	0.2964470868
592	0.2964060375
593	0.2963404504
594	0.2962916737
595	0.2962503617
596	0.2961519452
597	0.2961195064
598	0.2960640814
599	0.29602289
600	0.2959933527
601	0.2959546166
602	0.2959389906
603	0.2959000298
604	0.2958592356
605	0.2958034184
606	0.2957539753
607	0.2956990794
608	0.2956550629
609	0.2956099074
610	0.2955620589
611	0.2955130992
612	0.2954852506
613	0.2954226134
614	0.295363559
615	0.2953245877
616	0.2952915613
617	0.2952537918
618	0.2952042493
619	0.2951581627
620	0.2951140546
621	0.2950553188
622	0.2949583071
623	0.2949380102
624	0.2948706025
625	0.2948491478
626	0.2947814092
627	0.2947336726
628	0.2946705285
629	0.2946405389
630	0.2945776346
631	0.2945192532
632	0.2944643583
633	0.2944298859
634	0.2943936434
635	0.2943423374
636	0.294256823
637	0.2942224677
638	0.2941728092
639	0.2941286063
640	0.294072447
641	0.2940529458
642	0.2939960951
643	0.2939560241
644	0.2938884673
645	0.2938191868
646	0.2937597192
647	0.2937047941
648	0.2936413268
649	0.2935955025
650	0.2935341434
651	0.2934803811
652	0.2934205853
653	0.2933954172
654	0.2933522747
655	0.2932906414
656	0.2932401113
657	0.2931777644
658	0.2931407502
659	0.2931021259
660	0.2930568242
661	0.2930192304
662	0.2929701252
663	0.2929595575
664	0.2929078247
665	0.2928470994
666	0.2927859787
667	0.2927359373
668	0.2926896787
669	0.2926422117
670	0.2926137251
671	0.2925517046
672	0.2925102961
673	0.2924388666
674	0.2924029082
675	0.2923628704
676	0.2923443808
677	0.292300933
678	0.2922558728
679	0.2922190431
680	0.2921542778
681	0.2921349414
682	0.2920985316
683	0.2920523999
684	0.2920104696
685	0.2919636805
686	0.2919145739
687	0.2918933097
688	0.2918462006
689	0.2918153587
690	0.2917516327
691	0.2917115961
692	0.2916656781
693	0.2916208717
694	0.2916015765
695	0.2915333768
696	0.291485307
697	0.2914277219
698	0.2913877238
699	0.2913479105
700	0.2913055017
701	0.2912975851
702	0.2912553874
703	0.2912141989
704	0.2911684821
705	0.2911586511
706	0.2911155333
707	0.291044258
708	0.2909919863
709	0.2909364806
710	0.2908833875
711	0.2908515955
712	0.2908004781
713	0.2907669289
714	0.290716116
715	0.2906783661
716	0.2906285349
717	0.2906039081
718	0.2905665819
719	0.2905600036
720	0.2905316124
721	0.2904983883
722	0.2904429862
723	0.290402086
724	0.2903541901
725	0.2903076244
726	0.2902954318
727	0.2902308803
728	0.2901768777
729	0.290115232
730	0.2900353227
731	0.2900235056
732	0.290009548
733	0.2899641204
734	0.2899189199
735	0.2898603715
736	0.2898300293
737	0.2897926583
738	0.2897556515
739	0.2897215138
740	0.2896702664
741	0.2896062313
742	0.2895612978
743	0.289514279
744	0.2894864112
745	0.2894614141
746	0.2893908503
747	0.2893600231
748	0.2893270676
749	0.2892930447
750	0.2892348191
751	0.2891802464
752	0.2891433579
753	0.2891356244
754	0.2890897205
755	0.289053092
756	0.2890138319
757	0.2889736692
758	0.2889411585
759	0.2888941613
760	0.2888585279
761	0.2888172429
762	0.2887662462
763	0.2887377235
764	0.2886951557
765	0.2886490823
766	0.2886076043
767	0.2885566824
768	0.2885126246
769	0.2884935878
770	0.2884789465
771	0.288462164
772	0.2884054307
773	0.2883766782
774	0.288335134
775	0.2882700023
776	0.2882179831
777	0.2881950673
778	0.2881763599
779	0.2881535506
780	0.2881151913
781	0.2880851948
782	0.2880476618
783	0.288029598
784	0.2879715746
785	0.287917603
786	0.287896397
787	0.2878439476
788	0.2878132443
789	0.2877658492
790	0.287722852
791	0.2876964399
792	0.2876682921
793	0.2876319585
794	0.2875849934
795	0.287554867
796	0.2875037316
797	0.2874512974
798	0.2874296934
799	0.2873927322
800	0.2873609788
801	0.2872946418
802	0.2872431797
803	0.28720082
804	0.2871639296
805	0.2871486518
806	0.2871355943
807	0.2871003205
808	0.2870712979
809	0.2870605525
810	0.2870019718
811	0.286970154
812	0.2869234161
813	0.2868825623
814	0.2868616169
815	0.2868015624
816	0.2867630378
817	0.2867424305
818	0.2866501484
819	0.286605118
820	0.28657677
821	0.2865460585
822	0.2865099871
823	0.2864833765
824	0.2864478719
825	0.2864049369
826	0.286371627
827	0.2863404549
828	0.2862821285
829	0.2862746216
830	0.2862157575
831	0.2861751706
832	0.2861508074
833	0.2861008785
834	0.2860392764
835	0.2860149885
836	0.2859764488
837	0.2859287138
838	0.2859090866
839	0.2859013727
840	0.2858625382
841	0.2858326439
842	0.2857826316
843	0.2857330846
844	0.2856967717
845	0.2856767253
846	0.2856541706
847	0.2856297904
848	0.2855729235
849	0.2855453517
850	0.2855030801
851	0.2854732224
852	0.2854521297
853	0.2854422585
854	0.2853996412
855	0.2853765449
856	0.2853298763
857	0.2852784279
858	0.2852469427
859	0.285227537
860	0.2851868652
861	0.2851563282
862	0.2851286832
863	0.2850876324
864	0.2850277917
865	0.28497387
866	0.2849278514
867	0.284893965
868	0.2848613919
869	0.2848025787
870	0.2847594575
871	0.2847171794
872	0.2846949873
873	0.2846464006
874	0.2846065204
875	0.2845734359
876	0.2845213477
877	0.2844945686
878	0.2844567537
879	0.2844358818
880	0.2843848494
881	0.2843326286
882	0.2843150423
883	0.2842895993
884	0.2842714931
885	0.2842168563
886	0.2841743934
887	0.2841159618
888	0.2840973337
889	0.2840592454
890	0.2840383362
891	0.2839913949
892	0.2839701913
893	0.2839375386
894	0.2839186097
895	0.2838991581
896	0.2838541376
897	0.2838152143
898	0.2837884624
899	0.2837819623
900	0.2837540106
901	0.2837119537
902	0.2836795393
903	0.2836412884
904	0.2836097715
905	0.2835781367
906	0.2835585668
907	0.2835115228
908	0.2834557679
909	0.2834120511
910	0.2833715435
911	0.2833478658
912	0.2833125461
913	0.2832620045
914	0.2832242801
915	0.2831853875
916	0.2831608225
917	0.2831257618
918	0.2830800064
919	0.2830594932
920	0.2830452333
921	0.2830167642
922	0.2829572851
923	0.2829241441
924	0.2828989878
925	0.2828180473
926	0.2827908861
927	0.2827372752
928	0.2827220232
929	0.2826956833
930	0.2826683225
931	0.2826417909
932	0.2826096347
933	0.2825914115
934	0.2825765253
935	0.2825524666
936	0.2825132015
937	0.2824918222
938	0.2824498735
939	0.2824138262
940	0.2823765027
941	0.2823277781
942	0.2822599389
943	0.2822302778
944	0.2822131668
945	0.282170819
946	0.2820991329
947	0.2820745385
948	0.2820046318
949	0.2819979715
950	0.2819537309
951	0.2819271824
952	0.2818919967
953	0.2818689767
954	0.2818564695
955	0.2818400443
956	0.2817983308
957	0.281751681
958	0.2817480272
959	0.2817199159
960	0.2816866802
961	0.2816560688
962	0.2815992665
963	0.2815727349
964	0.2815245195
965	0.2815210819
966	0.2814839189
967	0.2814603173
968	0.2814167562
969	0.2813921053
970	0.2813411407
971	0.2812873942
972	0.2812695844
973	0.2812434621
974	0.2812100548
975	0.2811708661
976	0.2810998411
977	0.2810670644
978	0.2810375835
979	0.2810163942
980	0.2809702867
981	0.2809088351
982	0.2808674306
983	0.2808217857
984	0.280801319
985	0.2807758282
986	0.2807493346
987	0.280721393
988	0.2806859591
989	0.2806612533
990	0.2806246052
991	0.2805791216
992	0.2805652227
993	0.2805036213
994	0.2804723564
995	0.2804437214
996	0.2804003041
997	0.2803818527
998	0.280335571
999	0.2803174392
